.threshold,specificity,sensitivity
-Inf,0,1
0.014050185833048399,0,1
0.014637365755753773,1.8050541516245486e-4,1
0.01655718119004019,3.6101083032490973e-4,1
0.018830555612510805,5.415162454873646e-4,1
0.018882958812624865,5.415162454873646e-4,0.9999828822814495
0.01924698492764176,5.415162454873646e-4,0.9999657645628991
0.019666303888165794,7.220216606498195e-4,0.9999657645628991
0.020945098432455123,9.025270758122744e-4,0.9999657645628991
0.021553652891254618,0.0010830324909747292,0.9999657645628991
0.022793702366675203,0.0010830324909747292,0.9999486468443486
0.023032219495358948,0.001263537906137184,0.9999486468443486
0.02318664973794307,0.001444043321299639,0.9999486468443486
0.024525228055596007,0.001444043321299639,0.9999315291257981
0.024823961960974646,0.001624548736462094,0.9999315291257981
0.024843022114907225,0.0018050541516245488,0.9999315291257981
0.025087210401580243,0.0019855595667870036,0.9999315291257981
0.025623068556933207,0.0021660649819494585,0.9999315291257981
0.026151758073684632,0.0023465703971119133,0.9999315291257981
0.026324217046558275,0.002527075812274368,0.9999315291257981
0.02668884188053947,0.002707581227436823,0.9999315291257981
0.026726498370002648,0.002888086642599278,0.9999315291257981
0.02711056942213963,0.0030685920577617327,0.9999315291257981
0.027512975890789517,0.003249097472924188,0.9999315291257981
0.027595354621762075,0.0034296028880866428,0.9999315291257981
0.028431417140678733,0.0034296028880866428,0.9999144114072477
0.028778998420783075,0.0034296028880866428,0.9998972936886972
0.029028817846040715,0.0036101083032490976,0.9998972936886972
0.02917860053733794,0.0037906137184115524,0.9998972936886972
0.030092891468878006,0.0037906137184115524,0.9998801759701467
0.030197888099083966,0.003971119133574007,0.9998801759701467
0.03068107636292587,0.004151624548736462,0.9998801759701467
0.03080144537713677,0.004332129963898917,0.9998801759701467
0.03108565004896976,0.004512635379061372,0.9998801759701467
0.031185307760595988,0.004693140794223827,0.9998801759701467
0.03125312768990159,0.0048736462093862815,0.9998801759701467
0.031620264183852234,0.0048736462093862815,0.9998630582515963
0.03197222989740702,0.005054151624548736,0.9998630582515963
0.03225053404790806,0.005234657039711191,0.9998630582515963
0.03240001525628692,0.005415162454873646,0.9998630582515963
0.03252879241395141,0.005595667870036101,0.9998630582515963
0.03273352246712926,0.005776173285198556,0.9998630582515963
0.032982312248534755,0.0059566787003610105,0.9998630582515963
0.03306051843902265,0.0059566787003610105,0.9998459405330458
0.033303558238888,0.006137184115523465,0.9998459405330458
0.033671115482296905,0.00631768953068592,0.9998459405330458
0.0340778261626392,0.00631768953068592,0.9998288228144953
0.03423223364968465,0.006498194945848376,0.9998288228144953
0.03456201247958435,0.006678700361010831,0.9998288228144953
0.034971283067021984,0.0068592057761732855,0.9998288228144953
0.0350801009236713,0.0068592057761732855,0.9998117050959449
0.035410620989048784,0.0068592057761732855,0.9997945873773944
0.03558031380846276,0.00703971119133574,0.9997945873773944
0.035815928530655655,0.00703971119133574,0.9997774696588438
0.0359056524376901,0.007220216606498195,0.9997774696588438
0.035919364887095497,0.007220216606498195,0.9997603519402934
0.03669261161031282,0.00740072202166065,0.9997603519402934
0.03672024247002258,0.007581227436823105,0.9997603519402934
0.036971370504248334,0.00776173285198556,0.9997603519402934
0.03709520638754706,0.007942238267148015,0.9997603519402934
0.037346399198776054,0.007942238267148015,0.9997432342217429
0.03748298647847106,0.007942238267148015,0.9997261165031924
0.037527888986269846,0.007942238267148015,0.999708998784642
0.03802384520363108,0.008122743682310469,0.999708998784642
0.03822163057767388,0.008303249097472924,0.999708998784642
0.03833466938455982,0.008303249097472924,0.9996918810660915
0.038593029603502256,0.00848375451263538,0.9996918810660915
0.03871462078996377,0.008664259927797834,0.9996918810660915
0.03886147002504549,0.00884476534296029,0.9996918810660915
0.03888422016773584,0.00884476534296029,0.999674763347541
0.03889765288628378,0.00884476534296029,0.9996576456289906
0.039019933831701194,0.009025270758122744,0.9996576456289906
0.039052983447353,0.0092057761732852,0.9996576456289906
0.03909006158643874,0.009386281588447653,0.9996576456289906
0.03932891468073075,0.009566787003610109,0.9996576456289906
0.03958305488531153,0.009747292418772563,0.9996576456289906
0.03970629650373164,0.009927797833935019,0.9996576456289906
0.03986985642098491,0.010108303249097473,0.9996576456289906
0.03998976618021224,0.010108303249097473,0.9996405279104401
0.04012684732082066,0.010288808664259928,0.9996405279104401
0.04038318707682352,0.010288808664259928,0.9996234101918896
0.0404131272063209,0.010288808664259928,0.9996062924733392
0.04062223388759219,0.010469314079422382,0.9996062924733392
0.041228518605594504,0.010469314079422382,0.9995891747547887
0.04136168421258971,0.010469314079422382,0.9995720570362382
0.0416872452119431,0.010649819494584838,0.9995720570362382
0.042105862023052006,0.010830324909747292,0.9995720570362382
0.04216113349636921,0.011010830324909748,0.9995720570362382
0.04224352468140324,0.011010830324909748,0.9995549393176877
0.04234281312668612,0.011191335740072202,0.9995549393176877
0.042356094450344994,0.011371841155234657,0.9995549393176877
0.04240714371308491,0.011552346570397111,0.9995549393176877
0.04243606957281561,0.011552346570397111,0.9995378215991373
0.042539890619544406,0.011732851985559567,0.9995378215991373
0.04275404456140702,0.011913357400722021,0.9995378215991373
0.04278336587855125,0.011913357400722021,0.9995207038805868
0.0430152385344065,0.011913357400722021,0.9995035861620363
0.04307079387653163,0.011913357400722021,0.9994864684434859
0.04337186235179852,0.011913357400722021,0.9994693507249354
0.043416964040340685,0.012093862815884477,0.9994693507249354
0.043434530481061016,0.01227436823104693,0.9994693507249354
0.04364149128082175,0.012454873646209386,0.9994693507249354
0.043847671966747555,0.012454873646209386,0.9994522330063849
0.043875322838096205,0.01263537906137184,0.9994522330063849
0.04388066286754136,0.01263537906137184,0.9994351152878345
0.04407271893112521,0.012815884476534296,0.9994351152878345
0.044154336165877585,0.012815884476534296,0.999417997569284
0.044243767469753,0.012815884476534296,0.9994008798507334
0.04455846268478927,0.012815884476534296,0.999383762132183
0.0449687171361765,0.012996389891696752,0.999383762132183
0.04498638219821096,0.012996389891696752,0.9993666444136325
0.045076525542930894,0.013176895306859206,0.9993666444136325
0.04520021444687261,0.013357400722021661,0.9993666444136325
0.04535468091788135,0.013357400722021661,0.999349526695082
0.045631286763916853,0.013357400722021661,0.9993324089765316
0.045645051082551825,0.013357400722021661,0.9993152912579811
0.04565179851342972,0.013537906137184115,0.9993152912579811
0.0457576243907685,0.013718411552346571,0.9993152912579811
0.045790910374023185,0.013718411552346571,0.9992981735394306
0.04587514450534754,0.013898916967509025,0.9992981735394306
0.04601202127699233,0.01407942238267148,0.9992981735394306
0.04613543495971732,0.014259927797833935,0.9992981735394306
0.04615064711237498,0.01444043321299639,0.9992981735394306
0.04621161666222108,0.01444043321299639,0.9992810558208802
0.04623735934953587,0.014620938628158844,0.9992810558208802
0.04626452779640182,0.0148014440433213,0.9992810558208802
0.04658821664845134,0.0148014440433213,0.9992639381023297
0.04673865388449954,0.0148014440433213,0.9992468203837792
0.04682038800527066,0.0148014440433213,0.9992297026652288
0.04682046878625149,0.0148014440433213,0.9992125849466783
0.047041290050590684,0.0148014440433213,0.9991954672281278
0.04715504182425782,0.014981949458483754,0.9991954672281278
0.04716178894111519,0.01516245487364621,0.9991954672281278
0.04723817014388201,0.015342960288808664,0.9991954672281278
0.047251390697007505,0.01552346570397112,0.9991954672281278
0.04734223761175346,0.01552346570397112,0.9991783495095774
0.04739749832309424,0.015703971119133575,0.9991783495095774
0.047408884025708954,0.01588447653429603,0.9991783495095774
0.047432558993637707,0.01588447653429603,0.9991612317910269
0.04748084505340125,0.01588447653429603,0.9991441140724764
0.047510747745675805,0.016064981949458483,0.9991441140724764
0.04811646471214005,0.016245487364620937,0.9991441140724764
0.048126724774090246,0.016425992779783394,0.9991441140724764
0.04848753769394453,0.016425992779783394,0.999126996353926
0.04850580246237742,0.01660649819494585,0.999126996353926
0.04850966698902571,0.016787003610108302,0.999126996353926
0.04861371218554024,0.01696750902527076,0.999126996353926
0.04872203630181828,0.01696750902527076,0.9991098786353755
0.048848083164623995,0.01696750902527076,0.999092760916825
0.04894657383060434,0.01696750902527076,0.9990756431982746
0.049124182772877355,0.017148014440433214,0.9990756431982746
0.04918687082240807,0.017328519855595668,0.9990756431982746
0.049365598476416486,0.017509025270758122,0.9990756431982746
0.04954928206166299,0.01768953068592058,0.9990756431982746
0.04955654953070327,0.017870036101083033,0.9990756431982746
0.049594781081362706,0.018050541516245487,0.9990756431982746
0.049598553007370295,0.01823104693140794,0.9990756431982746
0.04968094024492419,0.01823104693140794,0.9990585254797241
0.04968850767640509,0.01823104693140794,0.9990414077611736
0.0497174601061806,0.01823104693140794,0.9990242900426232
0.049742357639028865,0.01823104693140794,0.9990071723240727
0.04996799155506782,0.0184115523465704,0.9990071723240727
0.04999347984763396,0.018592057761732853,0.9990071723240727
0.05007870621506907,0.018772563176895306,0.9990071723240727
0.05028367437590495,0.018772563176895306,0.9989900546055221
0.050336278549286594,0.01895306859205776,0.9989900546055221
0.05044422525784493,0.019133574007220218,0.9989900546055221
0.050444949283104154,0.019314079422382672,0.9989900546055221
0.050606120356394016,0.019494584837545126,0.9989900546055221
0.0506164126153822,0.019494584837545126,0.9989729368869718
0.05065261235653454,0.01967509025270758,0.9989729368869718
0.050901675711354864,0.01967509025270758,0.9989558191684212
0.05096237817982029,0.01967509025270758,0.9989387014498707
0.05100770629821176,0.01967509025270758,0.9989215837313203
0.051020286067429144,0.019855595667870037,0.9989215837313203
0.051114413598154086,0.019855595667870037,0.9989044660127698
0.0511755346892636,0.02003610108303249,0.9989044660127698
0.05149382911647804,0.020216606498194945,0.9989044660127698
0.05174828939148978,0.0203971119133574,0.9989044660127698
0.05184415373260385,0.020577617328519857,0.9989044660127698
0.05198232083030647,0.02075812274368231,0.9989044660127698
0.05205094413945804,0.02075812274368231,0.9988873482942193
0.05209191272548833,0.020938628158844765,0.9988873482942193
0.05209523328931846,0.02111913357400722,0.9988873482942193
0.05209834386886965,0.021299638989169676,0.9988873482942193
0.05225515492592418,0.02148014440433213,0.9988873482942193
0.05235975869437057,0.02148014440433213,0.9988702305756689
0.052397756828441264,0.02148014440433213,0.9988531128571184
0.05256445107988638,0.02148014440433213,0.9988359951385679
0.05269962165642083,0.021660649819494584,0.9988359951385679
0.05273933008039362,0.02184115523465704,0.9988359951385679
0.052786896696773326,0.022021660649819495,0.9988359951385679
0.0528248862859413,0.022021660649819495,0.9988188774200175
0.05284304944699619,0.02220216606498195,0.9988188774200175
0.0528609743813327,0.02220216606498195,0.998801759701467
0.052875229050665926,0.02220216606498195,0.9987846419829165
0.05289564813759856,0.022382671480144403,0.9987846419829165
0.05290102402338277,0.02256317689530686,0.9987846419829165
0.05296113508625651,0.02256317689530686,0.998767524264366
0.05303904712004583,0.022743682310469315,0.998767524264366
0.05315214008815185,0.02292418772563177,0.998767524264366
0.05315988799391248,0.02292418772563177,0.9987504065458156
0.053174724570445434,0.023104693140794223,0.9987504065458156
0.05335238703498429,0.023104693140794223,0.9987332888272651
0.053378204427811125,0.02328519855595668,0.9987332888272651
0.0536294825343871,0.023465703971119134,0.9987332888272651
