.threshold,specificity,sensitivity
-Inf,0,1
1.2055413110571822e-5,0,1
2.287670487030537e-5,1.8050541516245486e-4,1
2.964494251792325e-5,3.6101083032490973e-4,1
2.967944281060878e-5,3.6101083032490973e-4,0.9999828822814495
3.421728577965403e-5,5.415162454873646e-4,0.9999828822814495
3.4324641662912595e-5,7.220216606498195e-4,0.9999828822814495
3.7915222778873994e-5,9.025270758122744e-4,0.9999828822814495
4.3076191868102534e-5,9.025270758122744e-4,0.9999657645628991
4.310703458895558e-5,0.0010830324909747292,0.9999657645628991
4.6500149348112624e-5,0.001263537906137184,0.9999657645628991
4.899416645197273e-5,0.001444043321299639,0.9999657645628991
5.1511265497757055e-5,0.001624548736462094,0.9999657645628991
5.927217885025394e-5,0.0018050541516245488,0.9999657645628991
6.467053344692547e-5,0.0019855595667870036,0.9999657645628991
7.1997225857658e-5,0.0019855595667870036,0.9999486468443486
7.36145451587349e-5,0.0021660649819494585,0.9999486468443486
7.4281014239959407e-05,0.0023465703971119133,0.9999486468443486
7.605879747730065e-5,0.002527075812274368,0.9999486468443486
8.266163789395931e-5,0.002707581227436823,0.9999486468443486
8.408097738889388e-5,0.002888086642599278,0.9999486468443486
8.701530763084119e-5,0.0030685920577617327,0.9999486468443486
9.353434809135618e-5,0.003249097472924188,0.9999486468443486
1.0547990691580711e-4,0.0034296028880866428,0.9999486468443486
1.1492548937253875e-4,0.0036101083032490976,0.9999486468443486
1.1504919916803089e-4,0.0037906137184115524,0.9999486468443486
1.247125930785782e-4,0.003971119133574007,0.9999486468443486
1.2973944139747106e-4,0.004151624548736462,0.9999486468443486
1.310279722675725e-4,0.004332129963898917,0.9999486468443486
1.358020858994657e-4,0.004512635379061372,0.9999486468443486
1.3626395332181832e-4,0.004693140794223827,0.9999486468443486
1.3781460751828686e-4,0.0048736462093862815,0.9999486468443486
1.424700158704165e-4,0.005054151624548736,0.9999486468443486
1.4642148420008046e-4,0.005234657039711191,0.9999486468443486
1.4898810891711368e-4,0.005415162454873646,0.9999486468443486
1.5014793454845156e-4,0.005595667870036101,0.9999486468443486
1.513535994212668e-4,0.005776173285198556,0.9999486468443486
1.5614350513396512e-4,0.0059566787003610105,0.9999486468443486
1.5895969465238446e-4,0.0059566787003610105,0.9999315291257981
1.6002437654345458e-4,0.0059566787003610105,0.9999144114072477
1.6134195963934803e-4,0.006137184115523465,0.9999144114072477
1.6273648142480816e-4,0.00631768953068592,0.9999144114072477
1.633574270393367e-4,0.006498194945848376,0.9999144114072477
1.6454239502220925e-4,0.006678700361010831,0.9999144114072477
1.6541167521199224e-4,0.006678700361010831,0.9998972936886972
1.6790024718465283e-4,0.006678700361010831,0.9998801759701467
1.7557863079741202e-4,0.0068592057761732855,0.9998801759701467
1.7766055873451745e-4,0.0068592057761732855,0.9998630582515963
1.8681051026128205e-4,0.0068592057761732855,0.9998459405330458
1.8900882349105947e-4,0.00703971119133574,0.9998459405330458
1.8978686234368474e-4,0.007220216606498195,0.9998459405330458
1.9147745307889348e-4,0.00740072202166065,0.9998459405330458
